order_id,date,customer_id,customer_name,city,zip_code,county,product_category,product_name,bottles_sold,order_amount,order_amount_sek,volume_sold_liters,volume_sold_gallons
INV-57132400022,2023-03-31,5915,THE HUT / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF,2,14.98,149.8,0.75,0.19
INV-57110200008,2023-03-31,3889,WAL-MART 1005 / WAVERLY,WAVERLY,50677.0,BREMER,STRAIGHT BOURBON WHISKIES,TEN HIGH,6,83.16,831.5999999999999,10.5,2.77
INV-57147000014,2023-03-31,4942,EAST VILLAGE PANTRY,DES MOINES,50309,POLK,100% AGAVE TEQUILA,1800 SILVER,12,166.56,1665.6,4.5,1.18
INV-57128700001,2023-03-31,4370,KUM & GO #240 / NORTH AVE NORWALK,NORWALK,50211.0,WARREN,CANADIAN WHISKIES,BLACK VELVET,10,48.8,488.0,3.75,0.99
INV-57151100011,2023-03-31,5758,CASEY'S GENERAL STORE #51 / HUMBOLDT,HUMBOLDT,50548.0,HUMBOLDT,CANADIAN WHISKIES,BLACK VELVET,24,117.12,1171.2,9.0,2.37
INV-57153100035,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,WHISKEY LIQUEUR,SOUTHERN COMFORT,3,46.5,465.0,2.25,0.59
INV-57138400017,2023-03-31,2712,HY-VEE / DECORAH,DECORAH,52101.0,WINNESHIEK,STRAIGHT RYE WHISKIES,KNOB CREEK RYE,6,189.0,1890.0,4.5,1.18
INV-57154700009,2023-03-31,10170,SHERPA LIQUOR & TOBACCO OUTLET 1 / BURLINGTON,BURLINGTON,52601.0,DES MOINES,AMERICAN VODKAS,FIVE O'CLOCK VODKA PET,24,125.76,1257.6000000000001,18.0,4.75
INV-57150900007,2023-03-31,5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN VODKAS,BLUE OX VODKA,24,77.52,775.1999999999999,9.0,2.37
INV-57148400038,2023-03-31,2602,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,AMERICAN FLAVORED VODKA,WESTERN SON PRICKLY PEAR,3,40.56,405.6,2.25,0.59
INV-57138600005,2023-03-31,5919,CASEY'S GENERAL STORE #2584  / OSSIAN,OSSIAN,52161.0,WINNESHIEK,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,162.0,1620.0,10.5,2.77
INV-57159200061,2023-03-31,2518,HY-VEE WINE AND SPIRITS (1544) / RED OAK,RED OAK,51566.0,MONTGOMERY,100% AGAVE TEQUILA,TEREMANA REPOSADO TEQUILA,6,156.6,1566.0,4.5,1.18
INV-57144200028,2023-03-31,5333,FAREWAY STORES #166/ ANAMOSA,ANAMOSA,52205.0,JONES,GOLD RUM,PARAMOUNT GOLD RUM,3,19.14,191.4,2.25,0.59
INV-57117800042,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,AMERICAN VODKAS,HAWKEYE VODKA,6,67.5,675.0,10.5,2.77
INV-57115600035,2023-03-31,2624,HY-VEE #2 / DUBUQUE,DUBUQUE,52002.0,DUBUQUE,AMERICAN VODKAS,ROW VODKA,12,113.4,1134.0,9.0,2.37
INV-57121000009,2023-03-31,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,GRIMES,50111.0,POLK,STRAIGHT BOURBON WHISKIES,JIM BEAM,3,49.5,495.0,2.25,0.59
INV-57123200022,2023-03-31,4384,KUM & GO #2093 / ADEL,ADEL,50003.0,DALLAS,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,1,13.59,135.9,0.75,0.19
INV-57135200006,2023-03-31,4182,FAREWAY STORES #008 / DYERSVILLE,DYERSVILLE,52040.0,DUBUQUE,STRAIGHT BOURBON WHISKIES,TEN HIGH,6,83.16,831.5999999999999,10.5,2.77
INV-57159000016,2023-03-31,5697,CASEY'S #3770 - GLENWOOD,GLENWOOD,51534.0,MILLS,AMERICAN VODKAS,SMIRNOFF 80PRF,12,148.56,1485.6,9.0,2.37
INV-57115900025,2023-03-31,3944,SAM'S CLUB 4973 / DUBUQUE,DUBUQUE,52002.0,DUBUQUE,AMERICAN CORDIALS & LIQUEURS,PARAMOUNT AMARETTO,24,154.8,1548.0,24.0,6.34
INV-57146300012,2023-03-31,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,DES MOINES,50317.0,POLK,AMERICAN VODKAS,MCCORMICK 80PRF VODKA,12,75.48,754.8000000000001,12.0,3.17
INV-57139300021,2023-03-31,2551,HY-VEE FOOD STORE (1065) / CHARITON,CHARITON,50049.0,LUCAS,AMERICAN DRY GINS,REVELTON AMERICAN GIN,6,135.0,1350.0,4.5,1.18
INV-57151200046,2023-03-31,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,50548.0,HUMBOLDT,AMERICAN FLAVORED VODKA,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12,135.0,1350.0,9.0,2.37
INV-57152900013,2023-03-31,2506,HY-VEE #2 (1044) / BURLINGTON,BURLINGTON,52601.0,DES MOINES,STRAIGHT BOURBON WHISKIES,BIB & TUCKER SMALL BATCH BOURBON AGED 6YR,6,255.06,2550.6,4.5,1.18
INV-57124600027,2023-03-31,4209,WAL-MART 5748 / GRIMES,GRIMES,50111.0,POLK,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,6,162.0,1620.0,10.5,2.77
INV-57112600007,2023-03-31,4446,QUIK TRIP #513 / URBANDALE,URBANDALE,50322.0,POLK,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF MINI,2,23.76,237.60000000000002,0.1,0.02
INV-57121000019,2023-03-31,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,GRIMES,50111.0,POLK,AMERICAN VODKAS,NEW AMSTERDAM 80PRF,3,18.0,180.0,1.12,0.29
INV-57133600006,2023-03-31,4418,KUM & GO #1046 / WALNUT,WALNUT,51577.0,POTTAWATTAMIE,AMERICAN VODKAS,BLUE OX VODKA,4,21.96,219.60000000000002,3.0,0.79
INV-57111000018,2023-03-31,4941,KUM & GO #170 / URBANDALE,URBANDALE,50322.0,POLK,AMERICAN VODKAS,NEW AMSTERDAM 80PRF MINI,2,16.62,166.20000000000002,0.1,0.02
INV-57152700029,2023-03-31,3562,WAL-MART 0797 / W BURLINGTON,WEST BURLINGTON,52655.0,DES MOINES,AMERICAN DRY GINS,CALIBER GIN,6,62.28,622.8,10.5,2.77
INV-57160700003,2023-03-31,4317,FAREWAY STORES #941 / GREENFIELD,GREENFIELD,50849.0,ADAIR,CANADIAN WHISKIES,WINDSOR CANADIAN PET,6,90.0,900.0,10.5,2.77
INV-57133300005,2023-03-31,5044,CASEY'S GENERAL STORE #3202 / CRESCE,CRESCENT,51526.0,POTTAWATTAMIE,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,12,286.44,2864.4,9.0,2.37
INV-57140300072,2023-03-31,5257,MAD AVE QUIK SHOP,OTTUMWA,52501.0,WAPELLO,100% AGAVE TEQUILA,PATRON SILVER,12,504.0,5040.0,9.0,2.37
INV-57134700017,2023-03-31,10122,CASEY'S #4317 / VINTON,VINTON,52349.0,BENTON,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,8,105.04,1050.4,0.4,0.1
INV-57129100008,2023-03-31,5109,CASEY'S GENERAL STORE #3404 / CARLIS,CARLISLE,50047.0,WARREN,AMERICAN VODKAS,NEW AMSTERDAM PET,4,48.0,480.0,3.0,0.79
INV-57126700019,2023-03-31,4912,CASEY'S GENERAL STORE #2531 / ELDRIDGE,ELDRIDGE,52748.0,SCOTT,100% AGAVE TEQUILA,PATRON SILVER,2,84.0,840.0,1.5,0.39
INV-57108600111,2023-03-31,4988,HAPPY'S WINE & SPIRITS,CEDAR FALLS,50613.0,BLACK HAWK,WHISKEY LIQUEUR,SOUTHERN COMFORT PET,6,182.34,1823.4,10.5,2.77
INV-57145200031,2023-03-31,5253,THE CORNER STORE,CENTER POINT,52213.0,LINN,AMERICAN FLAVORED VODKA,SMIRNOFF PINK LEMONADE MINI,2,22.42,224.20000000000002,0.1,0.02
INV-57117700016,2023-03-31,4107,FAREWAY STORES #384 / BOONE,BOONE,50036.0,BOONE,AMERICAN VODKAS,UV VODKA PET,6,76.5,765.0,10.5,2.77
INV-57143500007,2023-03-31,5350,CASEY'S GENERAL STORE # 3562/ MARION,MARION,52302.0,LINN,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,97.56,975.6,4.5,1.18
INV-57117700010,2023-03-31,4107,FAREWAY STORES #384 / BOONE,BOONE,50036.0,BOONE,TENNESSEE WHISKIES,JACK DANIELS SINGLE BARREL,1,42.0,420.0,0.75,0.19
INV-57127500039,2023-03-31,6140,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,50314.0,POLK,100% AGAVE TEQUILA,JOSE CUERVO ESPECIAL SILVER,48,261.6,2616.0,9.6,2.53
INV-57127600007,2023-03-31,5507,QUIK TRIP #559 / FLEUR,DES MOINES,50321.0,POLK,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL MINI,2,34.5,345.0,0.1,0.02
INV-57111100023,2023-03-31,5363,CASEY'S GENERAL STORE # 2253/ CLIVE,CLIVE,50325.0,POLK,AMERICAN VODKAS,BLUE OX VODKA,24,77.52,775.1999999999999,9.0,2.37
INV-57123500014,2023-03-31,6235,WORLD LIQUOR & TOBACCO + VAPORS / ADEL,ADEL,50003.0,DALLAS,IMPORTED DRY GINS,BEEFEATER GIN,4,71.96,719.5999999999999,3.0,0.79
INV-57146400051,2023-03-31,4057,TEQUILA'S LIQUOR STORE,DES MOINES,50316.0,POLK,FLAVORED RUM,MALIBU PEACH,3,40.47,404.7,2.25,0.59
INV-57125100017,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,IRISH WHISKIES,GREEN SPOT,3,168.66,1686.6,2.25,0.59
INV-57117800079,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,AMERICAN SCHNAPPS,ARROW PEACH SCHNAPPS,4,30.0,300.0,3.0,0.79
INV-57132900059,2023-03-31,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,SCOTCH WHISKIES,DEWARS WHITE LABEL SCOTCH,12,243.0,2430.0,9.0,2.37
INV-57129000021,2023-03-31,5050,FAREWAY STORES #147 / CARLISLE,CARLISLE,50047.0,WARREN,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,24,648.0,6480.0,42.0,11.09
INV-57137800004,2023-03-31,4183,FAREWAY STORES #589 / DECORAH,DECORAH,52101.0,WINNESHIEK,CANADIAN WHISKIES,SEAGRAMS VO CANADIAN WHISKEY PET,6,103.44,1034.4,10.5,2.77
INV-57109900015,2023-03-31,4590,CASEY'S GENERAL STORE #3045 / CEDAR FALLS,CEDAR FALLS,50613.0,BLACK HAWK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,77.4,774.0,0.6,0.15
INV-57117800005,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,CANADIAN WHISKIES,CROWN ROYAL,24,719.76,7197.6,24.0,6.34
INV-57150500010,2023-03-31,4311,FAREWAY STORES #508 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN VODKAS,HAWKEYE VODKA,24,72.0,720.0,9.0,2.37
INV-57127500027,2023-03-31,6140,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,50314.0,POLK,IMPORTED FLAVORED VODKA,CIROC APPLE,5,69.4,694.0,1.87,0.49
INV-57141000018,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,STRAIGHT BOURBON WHISKIES,JIM BEAM MINI,2,21.0,210.0,0.1,0.02
INV-57147000004,2023-03-31,4942,EAST VILLAGE PANTRY,DES MOINES,50309.0,POLK,STRAIGHT BOURBON WHISKIES,MAKERS MARK MINI,1,25.2,252.0,0.05,0.01
INV-57125900001,2023-03-31,5916,ANOTHER ROUND / DEWITT,DEWITT,52742.0,CLINTON,AMERICAN SCHNAPPS,DEKUYPER WATERMELON PUCKER,24,243.12,2431.2,18.0,4.75
INV-57150700001,2023-03-31,6095,LIQUOR TOBACCO OUTLET / FORT DODGE,FORT DODGE,50501.0,WEBSTER,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,24,305.76,3057.6,9.0,2.37
INV-57128000055,2023-03-31,5145,SOUTH SIDE FOOD MART,DES MOINES,50315.0,POLK,100% AGAVE TEQUILA,PATRON SILVER,12,171.0,1710.0,2.4,0.63
INV-57151600032,2023-03-31,6101,BREW OIL #26 / POCAHONTAS,POCAHONTAS,50574.0,POCAHONTAS,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,2,52.26,522.6,2.0,0.52
INV-57109700033,2023-03-31,5941,PRIME MART - CEDAR FALLS,CEDAR FALLS,50613.0,BLACK HAWK,TEMPORARY & SPECIALTY PACKAGES,BLUE OX VODKA ANNIVERSARY EDITION,3,43.17,431.70000000000005,3.0,0.79
INV-57143700081,2023-03-31,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,52402.0,LINN,AMERICAN CORDIALS & LIQUEURS,PARAMOUNT CREME DE CACAO DARK,2,15.76,157.6,1.5,0.39
INV-57141000032,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,BLENDED WHISKIES,SEAGRAMS 7 CROWN,12,152.88,1528.8,12.0,3.17
INV-57153100002,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,STRAIGHT BOURBON WHISKIES,JIM BEAM,24,201.6,2016.0,9.0,2.37
INV-57119600002,2023-03-31,3831,THE MARKET OF MADRID,MADRID,50156.0,BOONE,CANADIAN WHISKIES,BLACK VELVET PET,12,99.0,990.0,9.0,2.37
INV-57111100016,2023-03-31,5363,CASEY'S GENERAL STORE # 2253/ CLIVE,CLIVE,50325.0,POLK,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,1,23.87,238.70000000000002,0.75,0.19
INV-57155800031,2023-03-31,3403,ECON-O-MART / COLUMBUS JUNCTION,COLUMBUS JUNCTION,52738.0,LOUISA,AMERICAN BRANDIES,CHRISTIAN BROS BRANDY,4,19.52,195.2,1.5,0.39
INV-57157700044,2023-03-31,4249,FAREWAY STORES #048 / CLARINDA,CLARINDA,51632.0,PAGE,AMERICAN DISTILLED SPIRITS SPECIALTY,SKREWBALL PEANUT BUTTER WHISKEY,6,166.5,1665.0,4.5,1.18
INV-57158000031,2023-03-31,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,51601.0,PAGE,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,12,162.0,1620.0,9.0,2.37
INV-57141000080,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,IMPORTED CORDIALS & LIQUEURS,GALLIANO L'AUTENTICO,2,32.26,322.59999999999997,0.75,0.19
INV-57125200005,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,CREAM LIQUEURS,CASHEL IRISH CREAM,12,127.44,1274.4,9.0,2.37
INV-57153100008,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,STRAIGHT BOURBON WHISKIES,JIM BEAM PEACH MINI,1,10.5,105.0,0.05,0.01
INV-57142800013,2023-03-31,5631,MARION MARKET & CAFE',MARION,52302.0,LINN,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,24,180.0,1800.0,9.0,2.37
INV-57121800021,2023-03-31,6045,KUM & GO #3156 / CLIVE,CLIVE,50325.0,POLK,AMERICAN VODKAS,TITOS HANDMADE VODKA,1,28.5,285.0,1.75,0.46
INV-57115100001,2023-03-31,5081,CASEY'S GENERAL STORE #3035 / ATLANT,ATLANTIC,50022.0,CASS,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,77.4,774.0,0.05,0.01
INV-57123800003,2023-03-31,4678,FAREWAY STORES #124 / ADEL,ADEL,50003.0,DALLAS,CANADIAN WHISKIES,RICH & RARE,6,80.82,808.1999999999999,10.5,2.77
INV-57141200021,2023-03-31,3726,WAL-MART 1285 / OTTUMWA,OTTUMWA,52501.0,WAPELLO,IMPORTED CORDIALS & LIQUEURS,D'USSE VSOP,6,288.0,2880.0,4.5,1.18
INV-57133200020,2023-03-31,5077,WAL-MART 3150 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,AMERICAN VODKAS,CALIBER VODKA,24,249.12,2491.2,42.0,11.09
INV-57116100042,2023-03-31,4334,FAREWAY STORES #114 / DUBUQUE,DUBUQUE,52001.0,DUBUQUE,IMPORTED SCHNAPPS,DR MCGILLICUDDYS CHERRY MINI,2,15.0,150.0,0.1,0.02
INV-57158900021,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,BLENDED WHISKIES,SEAGRAMS 7 CROWN,3,33.75,337.5,2.25,0.59
INV-57137200031,2023-03-31,6108,DOUBLE D LIQUOR STORE / WAUKON,WAUKON,52172.0,ALLAMAKEE,AMERICAN BRANDIES,E & J VS,6,126.0,1260.0,10.5,2.77
INV-57118000016,2023-03-31,5471,WORLD LIQUOR & TOBACCO + VAPORS,BOONE,50036.0,BOONE,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF,12,179.88,1798.8,9.0,2.37
INV-57143800001,2023-03-31,4876,QUICK MART / HIAWATHA,HIAWATHA,52233.0,LINN,BLENDED WHISKIES,FIVE STAR PET,12,71.88,718.8,9.0,2.37
INV-57155500005,2023-03-31,5583,CASEY'S GENERAL STORE #2498 / WAPELLO,WAPELLO,52653.0,LOUISA,STRAIGHT BOURBON WHISKIES,JIM BEAM,12,198.0,1980.0,9.0,2.37
INV-57153600015,2023-03-31,4258,FAREWAY STORES #009 / BURLINGTON,BURLINGTON,52601.0,DES MOINES,COCKTAILS/RTD,CHI-CHI'S MARGARITA,6,58.5,585.0,10.5,2.77
INV-57121600046,2023-03-31,4450,KUM & GO #157 / URBANDALE,URBANDALE,50323.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,48,72.0,720.0,4.8,1.26
INV-57152100018,2023-03-31,4532,CASEY'S GENERAL STORE #2274 / SIOUX RAPIDS,SIOUX RAPIDS,50585.0,BUENA VISTA,COCKTAILS/RTD,ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED,4,39.0,390.0,1.5,0.39
INV-57121500001,2023-03-31,4890,CASEY'S GENERAL STORE #3210 / URBANDALE,URBANDALE,50323.0,POLK,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL SQUARE,3,36.0,360.0,1.12,0.29
INV-57141500025,2023-03-31,4011,JIM AND CHARLIES AFFILIATED,ALBIA,52531.0,MONROE,AMERICAN FLAVORED VODKA,UV BLUE RASPBERRY,6,76.5,765.0,10.5,2.77
INV-57112500018,2023-03-31,6215,MARLE HAY LIQUOR & SMOKE / DES MOINES,DES MOINES,50310.0,POLK,AMERICAN FLAVORED VODKA,NEW AMSTERDAM MANGO,12,144.0,1440.0,9.0,2.37
INV-57133100013,2023-03-31,5327,MEGA SAVER,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF,8,59.92,599.2,3.0,0.79
INV-57160500024,2023-03-31,4531,CASEY'S GENERAL STORE #2626 / AFTON,AFTON,50830.0,UNION,AMERICAN CORDIALS & LIQUEURS,99 WATERMELON PET MINI,1,77.4,774.0,0.05,0.01
INV-57133100030,2023-03-31,5327,MEGA SAVER,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,AMERICAN FLAVORED VODKA,UV RED CHERRY,3,31.5,315.0,2.25,0.59
INV-57117600012,2023-03-31,4023,WAL-MART 1389 / BOONE,BOONE,50036.0,BOONE,IRISH WHISKIES,JAMESON,12,377.64,3776.3999999999996,12.0,3.17
INV-57144200007,2023-03-31,5333,FAREWAY STORES #166/ ANAMOSA,ANAMOSA,52205.0,JONES,CANADIAN WHISKIES,BLACK VELVET,3,14.64,146.4,1.12,0.29
INV-57120900022,2023-03-31,4374,KUM & GO #141 / GRIMES,GRIMES,50111.0,POLK,AMERICAN VODKAS,SMIRNOFF 80PRF,2,24.76,247.60000000000002,1.5,0.39
INV-57140300002,2023-03-31,5257,MAD AVE QUIK SHOP,OTTUMWA,52501.0,WAPELLO,CANADIAN WHISKIES,CROWN ROYAL PEACH,12,368.88,3688.8,12.0,3.17
INV-57141000002,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,CANADIAN WHISKIES,CROWN ROYAL PEACH,12,314.88,3148.8,9.0,2.37
INV-57141200014,2023-03-31,3726,WAL-MART 1285 / OTTUMWA,OTTUMWA,52501.0,WAPELLO,AMERICAN FLAVORED VODKA,NEW AMSTERDAM PINK WHITNEY,12,144.0,1440.0,9.0,2.37
INV-57125100018,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,IRISH WHISKIES,JAMESON CASKMATES STOUT,6,152.94,1529.4,4.5,1.18
INV-57144600011,2023-03-31,5183,CASEY'S GENERAL STORE #77 / CASCADE,CASCADE,52033.0,DUBUQUE,NEUTRAL GRAIN SPIRITS FLAVORED,MIDNIGHT MOON LIGHTNING LEMONADE MINI,1,25.74,257.4,0.05,0.01
INV-57131900012,2023-03-31,5195,CASEY'S GENERAL STORE #3203 / COUNCI,COUNCIL BLUFFS,51530.0,POTTAWATTAMIE,AMERICAN VODKAS,MCCORMICK 80PRF VODKA,10,17.9,179.0,2.0,0.52
INV-57125100005,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,12,314.88,3148.8,9.0,2.37
INV-57112500022,2023-03-31,6215,MARLE HAY LIQUOR & SMOKE / DES MOINES,DES MOINES,50310.0,POLK,IMPORTED FLAVORED VODKA,CIROC SUMMER CITRUS,12,296.88,2968.8,9.0,2.37
INV-57115600063,2023-03-31,2624,HY-VEE #2 / DUBUQUE,DUBUQUE,52002.0,DUBUQUE,COCKTAILS/RTD,JOSE CUERVO AUTHENTIC GRAPEFRUIT TANGERINE MARGARITA,6,78.66,786.5999999999999,10.5,2.77
INV-57133100034,2023-03-31,5327,MEGA SAVER,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,SPICED RUM,SAILOR JERRY SPICED NAVY RUM PET,10,72.0,720.0,3.75,0.99
INV-57138400036,2023-03-31,2712,HY-VEE / DECORAH,DECORAH,52101.0,WINNESHIEK,IMPORTED CORDIALS & LIQUEURS,APEROL,6,135.0,1350.0,4.5,1.18
INV-57128300011,2023-03-31,4369,KUM & GO #28 / NORWALK,NORWALK,50211.0,WARREN,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,4,108.0,1080.0,7.0,1.84
INV-57150900016,2023-03-31,5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,36,486.0,4860.0,27.0,7.13
INV-57148500012,2023-03-31,4235,FAREWAY STORES #395 / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,12,162.0,1620.0,9.0,2.37
INV-57152900119,2023-03-31,2506,HY-VEE #2 (1044) / BURLINGTON,BURLINGTON,52601.0,DES MOINES,AMERICAN FLAVORED VODKA,SMIRNOFF WHIPPED CREAM,5,61.9,619.0,3.75,0.99
INV-57108600113,2023-03-31,4988,HAPPY'S WINE & SPIRITS,CEDAR FALLS,50613.0,BLACK HAWK,MEZCAL,DOS HOMBRES MEZCAL,2,97.5,975.0,1.5,0.39
INV-57153100007,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,STRAIGHT BOURBON WHISKIES,JIM BEAM VANILLA MINI,1,10.5,105.0,0.05,0.01
INV-57127000022,2023-03-31,5910,ELDRIDGE MART,ELDRIDGE,52748.0,SCOTT,AMERICAN FLAVORED VODKA,UV GREEN APPLE,12,126.0,1260.0,9.0,2.37
INV-57158900072,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY PICKLES MOONSHINE,1,19.5,195.0,0.75,0.19
INV-57132500017,2023-03-31,4808,CB QUICK STOP / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,144,216.0,2160.0,14.4,3.8
INV-57141500018,2023-03-31,4011,JIM AND CHARLIES AFFILIATED,ALBIA,52531.0,MONROE,AMERICAN VODKAS,BARTON VODKA,12,127.08,1270.8,21.0,5.54
INV-57158900091,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,AMERICAN FLAVORED VODKA,SOOH 360 BING CHERRY,1,12.74,127.4,0.75,0.19
INV-57127200015,2023-03-31,4361,QUIK TRIP #538 / NW 2ND / DSM,DES MOINES,50313.0,POLK,AMERICAN VODKAS,SMIRNOFF 80PRF,2,7.62,76.2,0.4,0.1
INV-57144400010,2023-03-31,4171,"BROTHERS MARKET, INC. / CASCADE",CASCADE,52033.0,DUBUQUE,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF,2,29.98,299.8,1.5,0.39
INV-57129900019,2023-03-31,5245,BEST TRIP,DES MOINES,50315.0,POLK,SPICED RUM,ADMIRAL NELSON SPICED PET,12,108.0,1080.0,9.0,2.37
INV-57125000024,2023-03-31,3868,WAL-MART 3630 / MARION,MARION,52302.0,LINN,STRAIGHT BOURBON WHISKIES,OLD CROW,6,94.5,945.0,10.5,2.77
INV-57113400010,2023-03-31,6256,821 SQ LIQUOR / DES MOINES,DES MOINES,50316.0,POLK,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO SQUARE,24,235.2,2352.0,9.0,2.37
INV-57115600015,2023-03-31,2624,HY-VEE #2 / DUBUQUE,DUBUQUE,52002.0,DUBUQUE,STRAIGHT BOURBON WHISKIES,JIM BEAM PET,6,193.5,1935.0,10.5,2.77
INV-57130500004,2023-03-31,5625,OASIS / DES MOINES,DES MOINES,50313.0,POLK,WHISKEY LIQUEUR,CINERATOR MINI,3,28.71,287.1,0.15,0.03
INV-57144200016,2023-03-31,5333,FAREWAY STORES #166/ ANAMOSA,ANAMOSA,52205.0,JONES,IMPORTED DRY GINS,TANQUERAY GIN,3,119.22,1192.2,5.25,1.38
INV-57124600005,2023-03-31,4209,WAL-MART 5748 / GRIMES,GRIMES,50111.0,POLK,IRISH WHISKIES,JAMESON,12,314.88,3148.8,9.0,2.37
INV-57151900011,2023-03-31,5005,LAURENS FOOD PRIDE,LAURENS,50554.0,POCAHONTAS,COCKTAILS/RTD,KAHLUA FROZEN MUDSLIDE,6,71.94,719.4,10.5,2.77
