order_id,date,customer_id,customer_name,city,zip_code,county,product_category,product_name,bottles_sold,order_amount,order_amount_sek,volume_sold_liters,volume_sold_gallons
INV-57117500011,2023-03-31,5561,CASEY'S GENERAL STORE #32 / MADRID,MADRID,50156.0,BOONE,AMERICAN VODKAS,SMIRNOFF 80PRF,24,179.76,1797.6,9.0,2.37
INV-57135200008,2023-03-31,4182,FAREWAY STORES #008 / DYERSVILLE,DYERSVILLE,52040.0,DUBUQUE,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,12,286.44,2864.4,9.0,2.37
INV-57122500005,2023-03-31,2688,HY-VEE C-STORE - EAST HICKMAN,WAUKEE,50263.0,DALLAS,SPICED RUM,ADMIRAL NELSON SPICED MINI,16,135.84,1358.4,0.8,0.21
INV-57121800015,2023-03-31,6045,KUM & GO #3156 / CLIVE,CLIVE,50325.0,POLK,AMERICAN VODKAS,BLUE OX VODKA,6,19.38,193.79999999999998,2.25,0.59
INV-57117800058,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,WHITE RUM,BACARDI SUPERIOR PET,6,139.5,1395.0,10.5,2.77
INV-57111500001,2023-03-31,4853,KUM & GO #62 / JOHNSTON,JOHNSTON,50131.0,POLK,AMERICAN SCHNAPPS,99 FRUITS MINI,12,77.4,774.0,0.6,0.15
INV-57158900027,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,STRAIGHT BOURBON WHISKIES,JIM BEAM PEACH MINI,3,31.5,315.0,0.15,0.03
INV-57150200017,2023-03-31,5237,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,50501.0,IOWA,AMERICAN SCHNAPPS,99 ORANGES MINI,2,15.48,154.8,0.1,0.02
INV-57141800003,2023-03-31,3660,WAL-MART 2935 / KNOXVILLE,KNOXVILLE,50138.0,MARION,CANADIAN WHISKIES,BLACK VELVET,6,99.0,990.0,10.5,2.77
INV-57117400002,2023-03-31,4575,CASEY'S GENERAL STORE #2304 / SLATER,SLATER,50244.0,STORY,AMERICAN VODKAS,HAWKEYE VODKA MINI,3,20.25,202.5,0.15,0.03
INV-57153100063,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,100% AGAVE TEQUILA,CORRALEJO REPOSADO,1,45.75,457.5,1.75,0.46
INV-57128400016,2023-03-31,6052,CASEY'S GENERAL STORE #2568 / NORWALK,NORWALK,50211.0,WARREN,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,24,154.8,1548.0,1.2,0.31
INV-57126500035,2023-03-31,5106,RANDY'S NEIGHBORHOOD MARKET,DEWITT,52742.0,CLINTON,AMERICAN SCHNAPPS,ARROW PEPPERMINT SCHNAPPS,6,67.5,675.0,10.5,2.77
INV-57129500010,2023-03-31,4301,SAHOTA FOOD MART,DES MOINES,50320.0,POLK,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,12,163.08,1630.8000000000002,9.0,2.37
INV-57113900017,2023-03-31,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50314.0,POLK,AMERICAN DRY GINS,GILBEYS GIN,6,94.44,944.4,10.5,2.77
INV-57160300029,2023-03-31,3830,WAL-MART 1435 / CRESTON,CRESTON,50801.0,UNION,FLAVORED RUM,MALIBU COCONUT,6,175.44,1754.4,10.5,2.77
INV-57150700016,2023-03-31,6095,LIQUOR TOBACCO OUTLET / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,97.56,975.6,4.5,1.18
INV-57146600110,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317.0,POLK,100% AGAVE TEQUILA,1800 SILVER MINI,1,33.15,331.5,0.05,0.01
INV-57140400012,2023-03-31,5768,CASEY'S GENERAL STORE #1886 / OTTUMWA,OTTUMWA,52501.0,WAPELLO,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,24,192.0,1920.0,9.0,2.37
INV-57146600035,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317.0,POLK,AMERICAN FLAVORED VODKA,NEW AMSTERDAM PINK WHITNEY,6,36.0,360.0,2.25,0.59
INV-57145400009,2023-03-31,5801,CASEY'S GENERAL STORE #2647 / CENTER POINT,CENTER POINT,52213.0,LINN,AMERICAN FLAVORED VODKA,NEW AMSTERDAM PINK WHITNEY MINI,36,249.12,2491.2,1.8,0.47
INV-57117500003,2023-03-31,5561,CASEY'S GENERAL STORE #32 / MADRID,MADRID,50156.0,BOONE,CANADIAN WHISKIES,CROWN ROYAL,2,52.48,524.8,1.5,0.39
INV-57118300043,2023-03-31,5580,CASEY'S GENERAL STORE #2 / BOONE,BOONE,50036.0,BOONE,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO,3,54.0,540.0,2.25,0.59
INV-57140100008,2023-03-31,5752,CASEY'S GENERAL STORE #2481 / BLOOMFIELD,BLOOMFIELD,52537.0,DAVIS,CANADIAN WHISKIES,CROWN ROYAL,3,78.72,787.2,2.25,0.59
INV-57110200004,2023-03-31,3889,WAL-MART 1005 / WAVERLY,WAVERLY,50677.0,BREMER,CANADIAN WHISKIES,BLACK VELVET,30,495.0,4950.0,52.5,13.86
INV-57140700022,2023-03-31,4069,FAREWAY STORES #648 / OTTUMWA,OTTUMWA,52501.0,WAPELLO,SPICED RUM,PARROT BAY SPICED RUM,6,112.5,1125.0,10.5,2.77
INV-57133100057,2023-03-31,5327,MEGA SAVER,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,MIXTO TEQUILA,JOSE CUERVO ESPECIAL SILVER,3,54.0,540.0,2.25,0.59
INV-57156000005,2023-03-31,5789,CASEY'S GENERAL STORE #2512 / HILLS,HILLS,52235.0,JOHNSON,AMERICAN VODKAS,HAWKEYE VODKA,24,72.0,720.0,9.0,2.37
INV-57121100015,2023-03-31,5698,CASEY'S #3746 / GRIMES,GRIMES,50111.0,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY APPLE PIE MOONSHINE 70PRF,6,117.0,1170.0,4.5,1.18
INV-57128200012,2023-03-31,6064,CASEY'S GENERAL STORE #2676 / DES MOINES,DES MOINES,50321.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,24,192.0,1920.0,9.0,2.37
INV-57158800011,2023-03-31,4708,NO FRILLS SUPERMARKETS #803 / GLENWOOD,GLENWOOD,51534.0,MILLS,CREAM LIQUEURS,CAROLANS IRISH CREAM,12,171.0,1710.0,9.0,2.37
INV-57153100012,2023-03-31,10153,IOWA SPIRITS / BURLINGTON,BURLINGTON,52601.0,DES MOINES,AMERICAN VODKAS,NIKOLAI VODKA,6,63.54,635.4,10.5,2.77
INV-57141000038,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,IMPORTED VODKAS,FRIS DANISH VODKA,12,89.88,898.8,9.0,2.37
INV-57158900062,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,48,180.0,1800.0,9.6,2.53
INV-57160200026,2023-03-31,5544,CASEY'S GENERAL STORE #2834 / LENOX,LENOX,50851.0,TAYLOR,IMPORTED BRANDIES,HENNESSY VS,6,112.44,1124.4,2.25,0.59
INV-57146600114,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317,POLK,MIXTO TEQUILA,JUAREZ SILVER,3,35.79,357.9,3.0,0.79
INV-57117800063,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,AMERICAN BRANDIES,PARAMOUNT APRICOT BRANDY,12,121.56,1215.6,12.0,3.17
INV-57151200035,2023-03-31,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,50548.0,HUMBOLDT,AMERICAN BRANDIES,E & J VS SQUARE,3,35.1,351.0,3.0,0.79
INV-57158000002,2023-03-31,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,51601.0,PAGE,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,6,305.94,3059.4,10.5,2.77
INV-57136000022,2023-03-31,6313,DANNYS TOBACCO & LIQUOR / GUTTENBERG,GUTTENBERG,52052.0,CLAYTON,FLAVORED RUM,MALIBU COCONUT,6,175.44,1754.4,10.5,2.77
INV-57142300002,2023-03-31,6345,ROUND WINDOW LIQUOR / KNOXVILLE,KNOXVILLE,50138.0,MARION,CANADIAN WHISKIES,BLACK VELVET TOASTED CARAMEL,2,33.0,330.0,3.5,0.92
INV-57150800059,2023-03-31,3514,KAREN'S SPIRITS AND WINE,FORT DODGE,50501.0,WEBSTER,AMERICAN SCHNAPPS,DEKUYPER HOT DAMN!,2,20.26,202.60000000000002,1.5,0.39
INV-57132300004,2023-03-31,5652,AVENUE G STORE / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,STRAIGHT BOURBON WHISKIES,JIM BEAM,24,201.6,2016.0,9.0,2.37
INV-57126000001,2023-03-31,6195,DT LIQUOR LLC / DEWITT,DEWITT,52742.0,CLINTON,SINGLE MALT SCOTCH,HA TALISKER DISTILLERS EDITION,1,74.99,749.9,0.75,0.19
INV-57124800031,2023-03-31,5425,SPIRITS LIQUOR / GRIMES,GRIMES,50111.0,POLK,SPECIAL ORDER ITEMS,SOOH LAIRDS APPLEJACK,2,32.02,320.20000000000005,1.5,0.39
INV-57148700001,2023-03-31,10154,HIWAY 20 LIQUOR AND TOBACCO / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,24,305.76,3057.6,9.0,2.37
INV-57137700036,2023-03-31,3721,WAL-MART 0913 / DECORAH,DECORAH,52101.0,WINNESHIEK,AMERICAN VODKAS,CALIBER VODKA,18,186.84,1868.4,31.5,8.32
INV-57152000004,2023-03-31,4542,CASEY'S GENERAL STORE #2994 / LAUREN,LAURENS,50554.0,POCAHONTAS,CANADIAN WHISKIES,BLACK VELVET,72,351.36,3513.6000000000004,27.0,7.13
INV-57158000010,2023-03-31,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,51601.0,PAGE,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,12,364.92,3649.2000000000003,12.0,3.17
INV-57146900011,2023-03-31,5600,H & A MINI MART,DES MOINES,50314.0,POLK,AMERICAN VODKAS,PINNACLE,6,90.0,900.0,10.5,2.77
INV-57149600106,2023-03-31,3592,WAL-MART 0886 / FORT DODGE,FORT DODGE,50501.0,HARDIN,AMERICAN FLAVORED VODKA,KINKY RED,6,90.0,900.0,4.5,1.18
INV-57134700016,2023-03-31,10122,CASEY'S #4317 / VINTON,VINTON,52349.0,BENTON,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY BANANA PUDDING CREAM MOONSHINE MINI,6,78.78,787.8,0.3,0.07
INV-57150300009,2023-03-31,2644,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,50501.0,WEBSTER,CANADIAN WHISKIES,CROWN ROYAL,24,719.76,7197.6,24.0,6.34
INV-57132300033,2023-03-31,5652,AVENUE G STORE / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,WHISKEY LIQUEUR,SOUTHERN COMFORT MINI,10,77.4,774.0,0.5,0.13
INV-57132900108,2023-03-31,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,AMERICAN CORDIALS & LIQUEURS,ARROW CREME DE CACAO WHITE,12,90.0,900.0,9.0,2.37
INV-57153300009,2023-03-31,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,BURLINGTON,52601.0,DES MOINES,IMPORTED DRY GINS,TANQUERAY GIN,3,31.47,314.7,1.12,0.29
INV-57142000011,2023-03-31,4275,FAREWAY STORES #980 / KNOXVILLE,KNOXVILLE,50138.0,MARION,IMPORTED CORDIALS & LIQUEURS,FRANGELICO LIQUEUR,2,49.5,495.0,1.5,0.39
INV-57160300033,2023-03-31,3830,WAL-MART 1435 / CRESTON,CRESTON,50801.0,UNION,SPICED RUM,CALIBER SPICED RUM,6,66.18,661.8000000000001,10.5,2.77
INV-57125500003,2023-03-31,5298,DEWITT TRAVEL MART,DEWITT,52742.0,CLINTON,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,180.0,1800.0,9.0,2.37
INV-57114500097,2023-03-31,6209,HY-VEE / GRIMES,GRIMES,50111.0,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,1,13.13,131.3,0.05,0.01
INV-57140700018,2023-03-31,4069,FAREWAY STORES #648 / OTTUMWA,OTTUMWA,52501.0,WAPELLO,WHITE RUM,PARROT BAY WHITE RUM,6,112.5,1125.0,10.5,2.77
INV-57149600046,2023-03-31,3592,WAL-MART 0886 / FORT DODGE,FORT DODGE,50501.0,HARDIN,AMERICAN DRY GINS,NEW AMSTERDAM GIN,24,144.0,1440.0,9.0,2.37
INV-57123300010,2023-03-31,4929,CASEY'S GENERAL STORE #1680 / ADEL,ADEL,50003.0,DALLAS,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY BANANA PUDDING CREAM MOONSHINE MINI,3,39.39,393.9,0.15,0.03
INV-57152700041,2023-03-31,3562,WAL-MART 0797 / W BURLINGTON,WEST BURLINGTON,52655.0,DES MOINES,AMERICAN VODKAS,SKYY VODKA,6,135.0,1350.0,10.5,2.77
INV-57139000001,2023-03-31,5307,FAREWAY STORES #167/JOHNSTON,JOHNSTON,50131.0,POLK,SINGLE MALT SCOTCH,GLENLIVET 15YR FRENCH OAK,6,328.32,3283.2,4.5,1.18
INV-57143700061,2023-03-31,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,52402.0,LINN,AMERICAN BRANDIES,PARAMOUNT BLACKBERRY BRANDY,2,11.26,112.6,0.75,0.19
INV-57127400002,2023-03-31,4140,FAREWAY STORES #900 / EUCLID,DES MOINES,50313.0,POLK,AMERICAN SCHNAPPS,99 FRUITS MINI,12,77.4,774.0,0.6,0.15
INV-57146200033,2023-03-31,4596,QUIK TRIP #534 / E UNIVERSITY DM,DES MOINES,50317.0,POLK,AMERICAN SCHNAPPS,99 BANANAS,48,64.32,643.1999999999999,4.8,1.26
INV-57144000072,2023-03-31,5236,"GIGGLE JUICE LIQUOR STATION, LLC",ANAMOSA,52205.0,JONES,COCKTAILS/RTD,TOOTERS ALA BAMA SLAMA,2,18.0,180.0,0.75,0.19
INV-57131900014,2023-03-31,5195,CASEY'S GENERAL STORE #3203 / COUNCI,COUNCIL BLUFFS,51530.0,POTTAWATTAMIE,AMERICAN VODKAS,MCCORMICK 80PRF VODKA PET,6,71.94,719.4,10.5,2.77
INV-57142500018,2023-03-31,4543,CASEY'S GENERAL STORE #2924 / MARION,MARION,52302.0,LINN,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO,4,72.0,720.0,3.0,0.79
INV-57153800014,2023-03-31,4752,GASLAND / BURLINGTON,BURLINGTON,52655.0,DES MOINES,IMPORTED BRANDIES,HENNESSY VS,12,224.88,2248.8,4.5,1.18
INV-57146500019,2023-03-31,5131,OASIS,DES MOINES,50316.0,POLK,COCKTAILS/RTD,1800 ULTIMATE PINEAPPLE MARGARITA PET,6,90.36,903.6,10.5,2.77
INV-57109000070,2023-03-31,2201,HAPPY'S WINE & SPIRITS WHOLESALE,CEDAR FALLS,50613.0,BLACK HAWK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY MANGO HABANERO WHISKEY,6,99.0,990.0,4.5,1.18
INV-57157600015,2023-03-31,2655,HY-VEE FOOD STORE / CLARINDA,CLARINDA,51632.0,PAGE,AMERICAN FLAVORED VODKA,UV BLUE RASPBERRY,2,22.5,225.0,2.0,0.52
INV-57113200035,2023-03-31,4617,LICKETY LIQUOR,DES MOINES,50317.0,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,8,105.04,1050.4,0.4,0.1
INV-57155800044,2023-03-31,3403,ECON-O-MART / COLUMBUS JUNCTION,COLUMBUS JUNCTION,52738.0,LOUISA,AMERICAN CORDIALS & LIQUEURS,PARAMOUNT AMARETTO,3,19.35,193.5,3.0,0.79
INV-57139400010,2023-03-31,5966,CASEY'S GENERAL STORE #22 / CHARITON,CHARITON,50049.0,LUCAS,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL MINI,1,17.25,172.5,0.05,0.01
INV-57112800006,2023-03-31,5887,CASEY'S GENERAL STORE #2392 / JOHNSTON,JOHNSTON,50131.0,POLK,AMERICAN VODKAS,HAWKEYE VODKA,4,45.0,450.0,7.0,1.84
INV-57152900051,2023-03-31,2506,HY-VEE #2 (1044) / BURLINGTON,BURLINGTON,52601.0,DES MOINES,AMERICAN VODKAS,HAWKEYE VODKA MINI,1,6.75,67.5,0.05,0.01
INV-57156900019,2023-03-31,3712,MONTE SPIRITS,MONTEZUMA,50171.0,POWESHIEK,AMERICAN VODKAS,TITOS HANDMADE VODKA,6,171.0,1710.0,10.5,2.77
INV-57132900025,2023-03-31,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,BLENDED WHISKIES,TX BLENDED WHISKEY,18,485.82,4858.2,13.5,3.56
INV-57137700008,2023-03-31,3721,WAL-MART 0913 / DECORAH,DECORAH,52101.0,WINNESHIEK,IRISH WHISKIES,REDBREAST 12YR,6,337.32,3373.2,4.5,1.18
INV-57114500027,2023-03-31,6209,HY-VEE / GRIMES,GRIMES,50111.0,POLK,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL FLAT,4,48.0,480.0,1.5,0.39
INV-57132900093,2023-03-31,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ,18,297.0,2970.0,13.5,3.56
INV-57157000003,2023-03-31,2668,HY-VEE FOOD STORE / LEON,LEON,50144.0,DECATUR,STRAIGHT BOURBON WHISKIES,TEN HIGH,2,27.72,277.2,3.5,0.92
INV-57154700028,2023-03-31,10170,SHERPA LIQUOR & TOBACCO OUTLET 1 / BURLINGTON,BURLINGTON,52601.0,DES MOINES,AMERICAN CORDIALS & LIQUEURS,KINKY BLUE,48,68.64,686.4,4.8,1.26
INV-57152600014,2023-03-31,4857,WESTLAND FAST BREAK,WEST BURLINGTON,52655.0,DES MOINES,FLAVORED RUM,MALIBU COCONUT,2,16.48,164.8,0.75,0.19
INV-57139400032,2023-03-31,5966,CASEY'S GENERAL STORE #22 / CHARITON,CHARITON,50049.0,LUCAS,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,3,39.39,393.9,0.15,0.03
INV-57137700024,2023-03-31,3721,WAL-MART 0913 / DECORAH,DECORAH,52101.0,WINNESHIEK,AMERICAN DRY GINS,HAWKEYE GIN,6,69.78,697.8,10.5,2.77
INV-57109200022,2023-03-31,4631,THUNDER RIDGE AMPRIDE,CEDAR FALLS,50613.0,BLACK HAWK,AMERICAN SCHNAPPS,99 STRAWBERRIES MINI,10,77.4,774.0,0.5,0.13
INV-57122700026,2023-03-31,10136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,WAUKEE,50263.0,DALLAS,CREAM LIQUEURS,RUMCHATA MINI,2,26.62,266.2,0.1,0.02
INV-57141100001,2023-03-31,2543,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,52501.0,WAPELLO,AMERICAN DRY GINS,NEW AMSTERDAM GIN,6,144.0,1440.0,10.5,2.77
INV-57153300025,2023-03-31,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,BURLINGTON,52601.0,DES MOINES,WHITE RUM,PARAMOUNT WHITE RUM,12,76.56,765.6,9.0,2.37
INV-57159600015,2023-03-31,4643,CUBBY'S RED OAK,RED OAK,51566.0,MONTGOMERY,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,288,432.0,4320.0,28.8,7.6
INV-57154500004,2023-03-31,5361,LIQUORLAND / BURLINGTON,BURLINGTON,52601.0,DES MOINES,IMPORTED VODKAS,ABSOLUT SWEDISH VODKA 80PRF MINI,1,11.88,118.80000000000001,0.05,0.01
INV-57109900016,2023-03-31,4590,CASEY'S GENERAL STORE #3045 / CEDAR FALLS,CEDAR FALLS,50613.0,BLACK HAWK,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,24,276.48,2764.8,9.0,2.37
INV-57149600132,2023-03-31,3592,WAL-MART 0886 / FORT DODGE,FORT DODGE,50501.0,HARDIN,100% AGAVE TEQUILA,CORAZON DE AGAVE REPOSADO,6,123.78,1237.8,4.5,1.18
INV-57146000042,2023-03-31,5443,1ST STOP BEVERAGE SHOP,DES MOINES,50317.0,POLK,100% AGAVE TEQUILA,JOSE CUERVO ESPECIAL SILVER,48,261.6,2616.0,9.6,2.53
INV-57119300004,2023-03-31,5411,BLUEJAY MARKET,PERRY,50220.0,DALLAS,WHISKEY LIQUEUR,CINERATOR,2,24.0,240.0,1.5,0.39
INV-57159400015,2023-03-31,4318,FAREWAY STORES #841 / RED OAK,RED OAK,51566.0,MONTGOMERY,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,48,72.0,720.0,4.8,1.26
INV-57111400013,2023-03-31,2689,HY-VEE C-STORE - DOUGLAS,URBANDALE,50322.0,POLK,CREAM LIQUEURS,RUMCHATA MINI,5,66.55,665.5,0.25,0.06
INV-57151500007,2023-03-31,5841,SWEETWATER SPIRITS - LIVERMORE,LIVERMORE,50558.0,HUMBOLDT,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,3,142.74,1427.4,5.25,1.38
INV-57159300030,2023-03-31,5967,CASEY'S GENERAL STORE #1728 / RED OAK,RED OAK,51566.0,MONTGOMERY,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,77.4,774.0,0.6,0.15
INV-57117800073,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,COFFEE LIQUEURS,KAMORA COFFEE LIQUEUR,12,151.08,1510.8000000000002,12.0,3.17
INV-57156100007,2023-03-31,3910,RIVERSIDE CASINO AND RESORT,RIVERSIDE,52327.0,WASHINGTON,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,237.12,2371.2,12.0,3.17
INV-57128400003,2023-03-31,6052,CASEY'S GENERAL STORE #2568 / NORWALK,NORWALK,50211.0,WARREN,CANADIAN WHISKIES,CROWN ROYAL,2,25.48,254.8,0.75,0.19
INV-57142400029,2023-03-31,2566,HY-VEE FOOD STORE (1353) / KNOXVILLE,KNOXVILLE,50138.0,MARION,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY SOUR WATERMELON MOONSHINE,6,117.0,1170.0,4.5,1.18
INV-57133000015,2023-03-31,10028,DUAL STOP CARTER LAKE / CARTER LAKE,CARTER LAKE,51510.0,POTTAWATTAMIE,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ MINI,3,55.98,559.8,0.15,0.03
INV-57125000081,2023-03-31,3868,WAL-MART 3630 / MARION,MARION,52302.0,LINN,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY MOONSHINE PINEAPPLES,6,117.0,1170.0,4.5,1.18
INV-57118100004,2023-03-31,4664,CASEY'S GENERAL STORE #24 / BOONE,BOONE,50036.0,BOONE,CANADIAN WHISKIES,BLACK VELVET,12,99.0,990.0,9.0,2.37
INV-57148500010,2023-03-31,4235,FAREWAY STORES #395 / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,SCOTCH WHISKIES,J & B RARE SCOTCH,3,55.14,551.4,2.25,0.59
INV-57157700004,2023-03-31,4249,FAREWAY STORES #048 / CLARINDA,CLARINDA,51632.0,PAGE,CANADIAN WHISKIES,CANADIAN MIST WHISKY PET,12,108.0,1080.0,9.0,2.37
INV-57117800046,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,AMERICAN VODKAS,SEAGRAMS EXTRA SMOOTH VODKA,6,90.0,900.0,10.5,2.77
INV-57134300017,2023-03-31,5726,EHLINGER'S VINTON EXPRESS,VINTON,52349.0,BENTON,AMERICAN FLAVORED VODKA,THE ORIGINAL PICKLE SHOT SPICY PICKLE VODKA,4,45.0,450.0,3.0,0.79
INV-57154000019,2023-03-31,5149,B S MINI MART INC,BURLINGTON,52601.0,DES MOINES,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,12,258.36,2583.6000000000004,9.0,2.37
INV-57121000020,2023-03-31,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,GRIMES,50111.0,POLK,AMERICAN VODKAS,BLUE OX VODKA,10,32.3,323.0,3.75,0.99
INV-57121800006,2023-03-31,6045,KUM & GO #3156 / CLIVE,CLIVE,50325.0,POLK,TEMPORARY & SPECIALTY PACKAGES,VERY OLD BARTON BOURBON 90PF,2,21.0,210.0,1.5,0.39
INV-57120700006,2023-03-31,10052,KWIK STAR #1097 / URBANDALE,URBANDALE,50322.0,POLK,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,342.0,3420.0,21.0,5.54
INV-57147500024,2023-03-31,6338,TOBACCO HUT PLUS US GAS / DES MOINES,DES MOINES,50315.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,77.4,774.0,0.6,0.15
INV-57125500002,2023-03-31,5298,DEWITT TRAVEL MART,DEWITT,52742.0,CLINTON,BLENDED WHISKIES,KESSLER BLEND WHISKEY,6,99.0,990.0,10.5,2.77
INV-57121000022,2023-03-31,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,GRIMES,50111.0,POLK,AMERICAN VODKAS,SMIRNOFF 80PRF,1,22.13,221.29999999999998,1.75,0.46
INV-57121700005,2023-03-31,4732,WALGREENS #07967 / CLIVE,CLIVE,50325.0,POLK,IMPORTED VODKAS,KETEL ONE,6,188.94,1889.4,10.5,2.77
INV-57146400021,2023-03-31,4057,TEQUILA'S LIQUOR STORE,DES MOINES,50316.0,POLK,AMERICAN FLAVORED VODKA,NEW AMSTERDAM PINK WHITNEY,4,24.0,240.0,1.5,0.39
INV-57124800029,2023-03-31,5425,SPIRITS LIQUOR / GRIMES,GRIMES,50111.0,POLK,100% AGAVE TEQUILA,CLASE AZUL REPOSADO,1,145.01,1450.1,0.75,0.19
INV-57114700023,2023-03-31,3833,WAL-MART 3394 / ATLANTIC,ATLANTIC,50022.0,CASS,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,6,162.0,1620.0,10.5,2.77
INV-57159100017,2023-03-31,5671,RUSS'S MARKET #30,GLENWOOD,51534.0,MILLS,COFFEE LIQUEURS,KAHLUA COFFEE,12,269.88,2698.8,9.0,2.37
INV-57143700029,2023-03-31,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,52402.0,LINN,STRAIGHT BOURBON WHISKIES,JIM BEAM VANILLA,4,66.0,660.0,3.0,0.79
